Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
241,ants_proximity_weighted,N241_ant_mersch_col6_day37.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,91,2570,0.628,79,56.484,16.102,0.285,-1.252,473.604,272.862,0.576,8.385,10.778,1.285,2087,0.058,0.004,0.003,0.015509052,0.012,0.009,0.042713198,0.764,0.036,0.751,0.1,0.554,0.181,0.546687927,3,30.33333333,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
242,ants_proximity_weighted,N242_ant_mersch_col6_day38.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,91,2475,0.604,76,54.396,16.083,0.296,-0.938,451.077,229.451,0.509,8.293,10.7,1.29,1367,0.02,0.004,0.003,0.012441062,0.012,0.009,0.044194294,0.745,0.035,0.732,0.117,0.5,0.234,0.616561173,2,45.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
243,ants_proximity_weighted,N243_ant_mersch_col6_day39.graphml,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,91,2447,0.598,81,53.78,15.508,0.288,-1.088,440.286,187.008,0.425,8.187,10.107,1.235,1130,0.044,0.005,0.003,0.015991366,0.012,0.009,0.046587522,0.742,0.036,0.721,0.11,0.482,0.228,0.627709962,2,45.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
244,ants_trophallaxis_weighted,N244_ant_quevillon_colony1_day1.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,,FALSE,3,30,37,0.085,6,2.467,1.408,0.571,1.345,208.4,297.793,1.429,84.486,154.287,1.826,1376,-0.047,0.046,0.069,0.27319376,0.064,0.107,0.357142857,0.164,0.007,0.143,0.474,0.716,0.662,0.675584381,4,6,6,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
245,ants_trophallaxis_weighted,N245_ant_quevillon_colony1_day2.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,,TRUE,1,24,32,0.116,4,2.667,0.943,0.354,-0.215,388.667,433.118,1.114,145.75,223.366,1.533,1380,0.043,0.122,0.102,0.405185394,0.15,0.137,0.395256917,0.063,0,0.094,0.491,0.709,0.693,0.781152356,4,6,10,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
246,ants_trophallaxis_weighted,N246_ant_quevillon_colony1_day3.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,,FALSE,4,29,28,0.069,6,1.931,1.23,0.637,1.63,313.241,313.486,1.001,162.214,169.625,1.046,1204,0.119,0.058,0.095,0.420634921,0.059,0.099,0.452380952,0.02,0.003,0.063,0.559,0.719,0.777,0.750013393,4,5.75,8,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
247,ants_trophallaxis_weighted,N247_ant_quevillon_colony1_day4.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,FALSE,2,35,51,0.086,8,2.914,1.73,0.594,1.193,186.286,161.32,0.866,63.922,83.818,1.311,656,0.196,0.054,0.065,0.265301474,0.063,0.092,0.452762923,0.12,0.012,0.14,0.428,0.747,0.573,0.627512501,5,6.2,7,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
248,ants_trophallaxis_weighted,N248_ant_quevillon_colony1_day5.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,FALSE,4,27,26,0.074,5,1.926,0.979,0.508,1.228,178.963,138.78,0.775,92.923,87.578,0.942,432,0.134,0.066,0.09,0.32,0.068,0.104,0.355384615,0.053,0.009,0.081,0.548,0.729,0.752,0.692281066,4,5,10,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
249,ants_trophallaxis_weighted,N249_ant_quevillon_colony1_day6.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,FALSE,7,30,23,0.053,3,1.533,0.562,0.367,0.481,282.533,276.805,0.98,184.261,245.448,1.332,956,-0.211,0.006,0.008,0.022167488,0.006,0.008,0.022167488,0,0,0,0.319,0.653,0.489,0.173950859,3,2.333333333,6,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
250,ants_trophallaxis_weighted,N250_ant_quevillon_colony1_day7.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,29,43,0.106,6,2.966,1.52,0.512,0.588,344.552,330.685,0.96,116.186,151.504,1.304,1460,-0.258,0.074,0.081,0.283730159,0.109,0.168,0.706349206,0.108,0.015,0.127,0.446,0.795,0.561,0.651056805,5,5.8,6,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
251,ants_trophallaxis_weighted,N251_ant_quevillon_colony1_day8.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,37,68,0.102,7,3.676,1.595,0.434,0.193,387.135,298.016,0.77,105.324,128.427,1.219,1218,0.012,0.055,0.045,0.169905518,0.083,0.086,0.363492064,0.169,0.013,0.17,0.44,0.823,0.535,0.617592565,6,6.166666667,6,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
252,ants_trophallaxis_weighted,N252_ant_quevillon_colony2_day1.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,26,36,0.111,7,2.769,1.449,0.523,1.398,163.692,137.983,0.843,59.111,77.655,1.314,530,-0.106,0.103,0.121,0.441388889,0.131,0.172,0.6,0.186,0.016,0.198,0.503,0.698,0.721,0.805622691,4,6.5,8,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
253,ants_trophallaxis_weighted,N253_ant_quevillon_colony2_day2.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,24,30,0.109,5,2.5,1.225,0.49,0.542,195,268.906,1.379,78,170.472,2.186,968,0.06,0.106,0.102,0.404479578,0.129,0.159,0.592885376,0.022,0,0.048,0.456,0.789,0.578,0.666666667,5,4.8,8,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
254,ants_trophallaxis_weighted,N254_ant_quevillon_colony2_day3.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,28,45,0.119,6,3.214,1.497,0.466,-0.054,230.857,160.28,0.694,71.822,77.635,1.081,682,0.126,0.08,0.069,0.259069942,0.121,0.155,0.538461539,0.036,0.005,0.069,0.394,0.727,0.542,0.666725931,4,7,7,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
255,ants_trophallaxis_weighted,N255_ant_quevillon_colony2_day4.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,FALSE,3,31,41,0.088,7,2.645,1.695,0.641,1.107,211.097,228.861,1.084,79.805,119.279,1.495,1028,-0.089,0.041,0.06,0.237088123,0.05,0.064,0.249425287,0.09,0.007,0.134,0.422,0.665,0.635,0.682968474,3,8.333333333,6,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
256,ants_trophallaxis_weighted,N256_ant_quevillon_colony2_day5.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,30,32,0.074,4,2.133,0.991,0.465,0.386,248.133,239.769,0.966,116.313,152.24,1.309,1022,-0.245,0.13,0.153,0.536535304,0.194,0.208,0.57635468,0.05,0.004,0.059,0.61,0.797,0.765,0.812626973,5,6,10,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
257,ants_trophallaxis_weighted,N257_ant_quevillon_colony2_day6.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,33,46,0.087,8,2.788,1.719,0.617,1.423,225.818,168.956,0.748,81,82.414,1.017,660,-0.202,0.073,0.086,0.332459677,0.087,0.107,0.463709677,0.091,0.009,0.069,0.478,0.826,0.579,0.652145559,6,5.5,8,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
258,ants_trophallaxis_weighted,N258_ant_quevillon_colony2_day7.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,31,52,0.112,9,3.355,2.133,0.636,0.938,327.161,274.704,0.84,97.519,125.641,1.288,1056,-0.105,0.062,0.081,0.311299945,0.109,0.155,0.622988506,0.14,0.015,0.14,0.431,0.739,0.583,0.69227441,4,7.75,6,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
259,ants_trophallaxis_weighted,N259_ant_quevillon_colony2_day8.graphml,Insecta,Camponotus,pennsylvanicus,trophallaxis,"A trophallaxis event was recorded when ants engaged in mandible-to-mandible contact for greater than 1 s",duration,"Old Main, State College, Pennsylvania",captive,video,1 day,1sec,20min,not available,TRUE,1,27,48,0.137,8,3.556,2.006,0.564,0.603,260.148,201.763,0.776,73.167,88.653,1.212,732,-0.287,0.067,0.083,0.31745055,0.101,0.129,0.372307692,0.169,0.02,0.186,0.389,0.743,0.524,0.645752614,4,6.75,6,"Quevillon, Lauren E., et al. ""Social, spatial, and temporal organization in a complex insect society."" Scientific reports 5 (2015)."
260,asianelephants_dominance_unweighted,N260_asianelephant_desilva.graphml,Mammalia,Elephas,maximus,dominance,"Indicators of dominance as well as subordination was included. If a series of interactions occurred during a particular event, the winners/losers were determined only on conclusion of the event, when individuals or groups moved apart.",unweighted,"Uda Walawe National Park, Sri Lanka",free-ranging,focal sampling,206days,1sec,5.5 hours,"age class, social unit",FALSE,17,73,60,0.023,6,1.644,1.052,0.64,2.03,1.644,1.052,0.64,1,0,0,6,0.09,0.004,0.008,0.041862285,0.004,0.008,0.041862285,0.04,0.04,0.076,0.503,0.685,0.734,0.299970003,4,5,7,"de Silva, Shermin, Volker Schmid, and George Wittemyer. ""Fission___fusion processes weaken dominance networks of female Asian elephants in a productive habitat."" Behavioral Ecology (2016): arw153."
261,baboon_association_weighted,N261_baboon_franz_association_group_01.graphml,Mammalia,Papio,cynocephalus,spatial_proximity,These networks were constructed based on nearest neighbour data collected during focal sampling.,frequency,"Amboseli National Park, Kenya",free-ranging,focal sampling,30days,N/A,focal follow/ad libitum,"group, age, dominance rank, date of knockout, type of dispersal",TRUE,1,4,6,1,3,3,0,0,NA,5,0.707,0.141,1.667,0.745,0.447,6,nan,0,0,0,0.125,0.138,0.333333333,1,0.509,1,0,0,NA,1,1,4,1,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high-ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107-113."
262,baboon_association_weighted,N262_baboon_franz_association_group_02.graphml,Mammalia,Papio,cynocephalus,spatial_proximity,These networks were constructed based on nearest neighbour data collected during focal sampling.,frequency,"Amboseli National Park, Kenya",free-ranging,focal sampling,30days,N/A,focal follow/ad libitum,"group, age, dominance rank, date of knockout, type of dispersal",TRUE,1,5,8,0.8,4,3.2,0.748,0.234,-0.717,5.2,1.327,0.255,1.625,0.857,0.527,7,-0.548,0.067,0.082,0.166666667,0.139,0.135,0.361111111,0.867,0.406,0.789,0,0,NA,1,1,5,2,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high-ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107-113."
263,baboon_association_weighted,N263_baboon_franz_association_group_03.graphml,Mammalia,Papio,cynocephalus,spatial_proximity,These networks were constructed based on nearest neighbour data collected during focal sampling.,frequency,"Amboseli National Park, Kenya",free-ranging,focal sampling,30days,N/A,focal follow/ad libitum,"group, age, dominance rank, date of knockout, type of dispersal",FALSE,2,25,31,0.103,6,2.48,1.446,0.583,1.348,2.72,1.778,0.654,1.097,0.296,0.27,7,-0.128,0.075,0.09,0.315674603,0.081,0.087,0.298257419,0.04,0.025,0.083,0.444,0.778,0.571,0.64516129,5,4.6,6,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high-ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107-113."
264,baboon_association_weighted,N264_baboon_franz_association_group_04.graphml,Mammalia,Papio,cynocephalus,spatial_proximity,These networks were constructed based on nearest neighbour data collected during focal sampling.,frequency,"Amboseli National Park, Kenya",free-ranging,focal sampling,30days,N/A,focal follow/ad libitum,"group, age, dominance rank, date of knockout, type of dispersal",TRUE,1,4,4,0.667,3,2,0.707,0.353,0,2,0.707,0.353,1,0,0,3,-0.714,0.167,0.289,0.666666667,0.167,0.289,0.666666667,0.583,0.583,0.6,0,0.5,0,0.5,2,2,2,"Franz, Mathias, Jeanne Altmann, and Susan C. Alberts. ""Knockouts of high-ranking males have limited impact on baboon social networks."" Current zoology 61.1 (2015): 107-113."
